review_schema_version,benchmark_id,spotify_track_id,expected_title,expected_artists,expected_album,expected_duration_seconds,expected_release_year,candidate_video_id,candidate_url,candidate_title,candidate_uploader,candidate_channel,candidate_duration_seconds,candidate_view_count,candidate_description,match_mode,fallback_reason,candidate_review_label,candidate_note,track_note
stage5b-representative-library-review-v1,stage5b_library_v1_072,4UeBknW6SpdoPumvc5r54O,HANGANG,Hoody,HANGANG,200.488,2017,xDAc1FLmPbQ,https://www.youtube.com/watch?v=xDAc1FLmPbQ,Hoody (후디) - HANGANG (한강) [Colour Coded Lyrics Han/Rom/Eng],Random Fangirl,Random Fangirl,203.0,7566,"Hoody's song ""HANGANG"" with Hangul, Romanization and English subs!",EXACT_RECORDING,,,,
stage5b-representative-library-review-v1,stage5b_library_v1_073,1LEeMr3Fpq8wH7j4Wbirew,spruce (feat. KIM CHAEWON),Tori Kelly | KIM CHAEWON,TORI.,163.258,2024,YD4xxOq85iA,https://www.youtube.com/watch?v=YD4xxOq85iA,Tori Kelly - spruce (Official Audio) ft. KIM CHAEWON,Tori Kelly,Tori Kelly,165.0,216305,"Tori Kelly feat. KIM CHAWEON of LE SSERAFIM - spruce (Official Audio) ""TORI."" available at: https://ToriKelly.lnk.to/TORI-album ...",EXACT_RECORDING,,,,
stage5b-representative-library-review-v1,stage5b_library_v1_075,3St68kEP8KZHeupWZ5iFtR,RESTART,City Girl | ry,C-GIRL,171.915,2021,o1MzSksvY04,https://www.youtube.com/watch?v=o1MzSksvY04,city girl | restart ~ feat. ry,City Girl,City Girl,172.0,65923,"Buy on Bandcamp ▷ https://city-girl.bandcamp.com/ Spotify ▷ https://spoti.fi/2z9NHL6 vocals, songwriting - ry ...",EXACT_RECORDING,,,,
stage5b-representative-library-review-v1,stage5b_library_v1_077,3dpu8bcgSxgQXFl6XXDOa8,Chroma Velocity,City Girl,Chroma Velocity,223.187,2019,-mHLD7hOdgA,https://www.youtube.com/watch?v=-mHLD7hOdgA,Chroma Velocity,City Girl,City Girl,224.0,73622,Provided to YouTube by DistroKid Chroma Velocity · City Girl Chroma Velocity ℗ City Girl Records Released on: 2019-06-10 ...,EXACT_RECORDING,,,,
stage5b-representative-library-review-v1,stage5b_library_v1_078,2ajzBr7vwHTEBeqDzcsNRC,That Way - Bonus Track,Lil Uzi Vert,Eternal Atake,212.354,2020,FCMBVBEKxhQ,https://www.youtube.com/watch?v=FCMBVBEKxhQ,That Way (Bonus Track),LIL UZI VERT,LIL UZI VERT,213.0,15869064,Provided to YouTube by Generation Now/Atlantic That Way (Bonus Track) · Lil Uzi Vert Eternal Atake ℗ 2020 Atlantic Recording ...,EXACT_RECORDING,,,,
stage5b-representative-library-review-v1,stage5b_library_v1_079,3wIRxCIGmdxld4ZC6yShZ9,Long Sleeves,Gracie Abrams,minor,218.44,2020,xEVycttF4SM,https://www.youtube.com/watch?v=xEVycttF4SM,Gracie Abrams - Long Sleeves (Lyric Video),Gracie Abrams,Gracie Abrams,221.0,2323480,"Listen to “Long Sleeves” from the debut project “minor”, out now: https://smarturl.it/GAminor a note from gracie: this is Long ...",EXACT_RECORDING,,,,
stage5b-representative-library-review-v1,stage5b_library_v1_080,6oqAINdWzHols0AmwOTjeZ,Ballad of the Lady,moow,I Can't Tell You How Much It Hurts,183.606,2017,0Z-hcYPlzf0,https://www.youtube.com/watch?v=0Z-hcYPlzf0,Moow - Ballad Of The Lady,Emporium One,Emporium One,185.0,36982,,EXACT_RECORDING,,,,
stage5b-representative-library-review-v1,stage5b_library_v1_081,3coRPMnFg2dJcPu5RMloa9,Whiplash,aespa,Whiplash - The 5th Mini Album,183.226,2024,M8GAZhSPSgg,https://www.youtube.com/watch?v=M8GAZhSPSgg,aespa (에스파) 'Whiplash' (Color Coded Lyrics),Jaeguchi,Jaeguchi,186.0,13676779,"All Rights Administered by SM Entertainment. Special thanks to ZEPETO Face Creator: MoOh⚜️ (Giselle, Ningning) and Fairy ...",EXACT_RECORDING,,,,
stage5b-representative-library-review-v1,stage5b_library_v1_083,5sjnkOfTLCLNfkkchI2re2,UP - KARINA Solo,aespa,SYNK : PARALLEL LINE - Special Digital Single,166.64,2024,U1_0Vc-9mNw,https://www.youtube.com/watch?v=U1_0Vc-9mNw,UP (KARINA Solo),aespa,aespa,167.0,124018214,Provided to YouTube by SM Entertainment UP (KARINA Solo) · aespa SYNK : PARALLEL LINE - Special Digital Single ℗ 2024 ...,EXACT_RECORDING,,,,
stage5b-representative-library-review-v1,stage5b_library_v1_084,3MTKlYd9dUYFq4zJrC5guy,I Said I'd Never Let You Go,Teqkoi,I Said I'd Never Let You Go,102.948,2018,BudfYxylipg,https://www.youtube.com/watch?v=BudfYxylipg,I Said I'd Never Let You Go,Teqkoi,Teqkoi,103.0,14027,Provided to YouTube by Teqkoi I Said I'd Never Let You Go · Teqkoi · Plants & Planets I Said I'd Never Let You Go ℗ 2018 Teqkoi ...,EXACT_RECORDING,,,,
stage5b-representative-library-review-v1,stage5b_library_v1_085,76qqDJijAjFph7sjUxNVG8,Shhh,KISS OF LIFE,KISS OF LIFE,182.24,2023,oM1G9L5UJd8,https://www.youtube.com/watch?v=oM1G9L5UJd8,Shhh (쉿 (Shhh)),KISS OF LIFE - Topic,KISS OF LIFE - Topic,183.0,247841,Provided to YouTube by Kakao Entertainment Shhh (쉿 (Shhh)) · KISS OF LIFE KISS OF LIFE ℗ 2023 S2 ENTERTAINMENT INC.,EXACT_RECORDING,,,,
stage5b-representative-library-review-v1,stage5b_library_v1_086,1vwjzeDMsqZCC3F3Tjk4dg,She Was,City Girl | tiffi,Asleep in Soft Ether,112.619,2024,na8h7YzI8oU,https://www.youtube.com/watch?v=na8h7YzI8oU,She Was (feat. tiffi),City Girl,City Girl,113.0,13770,Provided to YouTube by DistroKid She Was (feat. tiffi) · City Girl · tiffi Asleep in Soft Ether ℗ City Girl Records Released on: ...,EXACT_RECORDING,,,,
stage5b-representative-library-review-v1,stage5b_library_v1_087,0l3t6syjbv81bKPy0gw45Z,Perfect 10,Red Velvet,The Perfect Red Velvet - The 2nd Album Repackage,209.778,2018,YjjZIhZMww4,https://www.youtube.com/watch?v=YjjZIhZMww4,Perfect 10,Red Velvet,Red Velvet,210.0,1112113,Provided to YouTube by SM Entertainment Perfect 10 · Red Velvet The Perfect Red Velvet - The 2nd Album Repackage ℗ SM ...,EXACT_RECORDING,,,,
stage5b-representative-library-review-v1,stage5b_library_v1_088,0gZGUAO42F1HmzZWHNPGAu,Risk,Gracie Abrams,The Secret of Us,191.586,2024,6c22lP9nBxM,https://www.youtube.com/watch?v=6c22lP9nBxM,Gracie Abrams - Risk (Official Lyric Video),Gracie Abrams,Gracie Abrams,192.0,1610471,"Listen to the new album, The Secret of Us, out now: https://GracieAbrams.lnk.to/TheSecretofUs Shop official Gracie merch and ...",EXACT_RECORDING,,,,
stage5b-representative-library-review-v1,stage5b_library_v1_089,17VPruZsxBbSBwPsF20dQr,whiskey sips,BAD !DEA,whiskey sips,227.566,2024,7_ORCel5ytQ,https://www.youtube.com/watch?v=7_ORCel5ytQ,whiskey sips,BAD !DEA - Topic,BAD !DEA - Topic,228.0,27254,Provided to YouTube by Pseudo whiskey sips · BAD !DEA whiskey sips ℗ Pseudo Released on: 2024-03-29 Producer: Li Yicheng ...,EXACT_RECORDING,,,,
stage5b-representative-library-review-v1,stage5b_library_v1_091,21DduanRJyq1KNV4h1DyWH,Thinkin' bout you,OuiOui | Wilcox,HANA,216.36,2018,7d43CMJX6u8,https://www.youtube.com/watch?v=7d43CMJX6u8,—OuiOui - Thinkin' Bout You - (feat. Wilcox) Audio!,Cʜσα ʜчυηαღ,Cʜσα ʜчυηαღ,217.0,411,no my music ╭══• ೃೀ ೫ ೄ ೄ˚   ༘*ೄ ೄ ೫ ೃೀ •══╮ OUIOUI^^ ╰══• ೃೀ ೫ ೄ ೄ*ೄ˚   ༘*ೄ ೫ ೃೀ •══╯:･ﾟ･ﾟ✧ :･ﾟ ...,EXACT_RECORDING,,,,
stage5b-representative-library-review-v1,stage5b_library_v1_092,71DSaeKtXQaMAqnvMT7Uoc,Mona Lisa,Dominic Fike,Sunburn,186.066,2023,d5_V3a_oRnA,https://www.youtube.com/watch?v=d5_V3a_oRnA,Dominic Fike - Mona Lisa (Official Audio),Dominic Fike,Dominic Fike,188.0,11254676,"Listen to ""Mona Lisa"" here: https://dominicfike.lnk.to/MonaLisa Follow Dominic Fike: Instagram ...",EXACT_RECORDING,,,,
stage5b-representative-library-review-v1,stage5b_library_v1_093,29wNMwCoKetR1EdruKR3I9,Dingo X BIBI - she got it,BIBI,Dingo X BIBI - she got it,215.736,2020,0coUuWvv8ZA,https://www.youtube.com/watch?v=0coUuWvv8ZA,[Lyric Video] 비비 (BIBI) - Dingo X BIBI - she got it,Dreamus Music,Dreamus Music,217.0,1161,비비 - Dingo X BIBI - she got it released 2020.08.06 - ﻿필요하지 않지 많은 것이 I can feel some rubbers under my back 챙겨야는 ...,EXACT_RECORDING,,,,
stage5b-representative-library-review-v1,stage5b_library_v1_094,1qvp4SXVcL1qiWontdmTSc,know you,mj apanay,don't,235.847,2020,wJDKnxVR-IU,https://www.youtube.com/watch?v=wJDKnxVR-IU,know you,mj apanay,mj apanay,236.0,19604,Provided to YouTube by mj apanay know you · mj apanay don't ℗ 2020 mj apanay Released on: 2020-09-12 Main Artist: mj ...,EXACT_RECORDING,,,,
stage5b-representative-library-review-v1,stage5b_library_v1_095,3598iBWrS4JhJqP5tHlpVK,THIS IS FOR,TWICE,THIS IS FOR,131.097,2025,xCWDoqQ0XDo,https://www.youtube.com/watch?v=xCWDoqQ0XDo,TWICE (트와이스) 'This is For' (Color Coded Lyrics),Jaeguchi,Jaeguchi,131.0,3193634,All Rights Administered by JYP Entertainment. • Artist:TWICE (트와이스) • Song ♫: 'This is For' .,EXACT_RECORDING,,,,
stage5b-representative-library-review-v1,stage5b_library_v1_097,2CfVDYfw0B4WUHaWxyjsU3,Pearlies (My oyster is the world),LE SSERAFIM,SPAGHETTI,187.8,2025,cAAyxQb4x7Y,https://www.youtube.com/watch?v=cAAyxQb4x7Y,Pearlies (My oyster is the world),LE SSERAFIM,LE SSERAFIM,188.0,1577817,LE SSERAFIM (르세라핌) 1st Single Album 'SPAGHETTI' - Pearlies (My oyster is the world) ...,EXACT_RECORDING,,,,
stage5b-representative-library-review-v1,stage5b_library_v1_098,5nYaUKKyENQ7EmiXxRTq4b,42,Olivia Marsh,42,152.786,2024,24RsD8xsunQ,https://www.youtube.com/watch?v=24RsD8xsunQ,Olivia Marsh - 42 (Official Video),Olivia Marsh Official,Olivia Marsh Official,159.0,541869,Listen to '42' https://wmk.lnk.to/OliviaMarsh_42 ⠀ ▶️Follow Olivia Marsh: https://linktr.ee/oliviamarsh ...,EXACT_RECORDING,,,,
stage5b-representative-library-review-v1,stage5b_library_v1_099,4RA2kuqYCdqk1CeZjc3jlL,Fool,Kidsnot$aints.,Fool,158.0,2023,GYmOGZdyszs,https://www.youtube.com/watch?v=GYmOGZdyszs,Fool,Kidsnot$aints. - Topic,Kidsnot$aints. - Topic,158.0,63241,Provided to YouTube by OSV Records Fool · Kidsnot$aints. Fool ℗ 2023 OSV Records Released on: 2023-04-24 Main Artist: ...,EXACT_RECORDING,,,,
stage5b-representative-library-review-v1,stage5b_library_v1_100,3s3Eo4rb6aq3O62g6z6jtZ,Butterflies,Hearts2Hearts,The Chase,177.228,2025,1b9Y51fktMs,https://www.youtube.com/watch?v=1b9Y51fktMs,Hearts2Hearts 'Butterflies' Lyrics (하츠투하츠 Butterflies 가사) (Color Coded Lyrics),Jendukie,Jendukie,178.0,313723,All Rights Administered by SM Entertainment • Artist: Hearts2Hearts (하츠투하츠) • Song ♫: The Chase • Album: The Chase ...,EXACT_RECORDING,,,,
